id	pop	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	group
103969_E10	Germany	0.0023	0.0042	0.001	-0.0092	0.0018	-0.0014	0.0004	0.0107	-0.0064	0.0069	Central
103969_E11	Germany	-0.003	-0.0021	-0.0069	-0.0081	-0.0054	-0.0042	-0.0067	0.0041	-0.0071	-0.0024	Central
103969_E12	Germany	0.0055	-0.0211	0.0289	-0.0053	0.0063	-0.001	0.0016	0.004	0.0042	-0.0129	Central
103969_F01	Spain	-0.0159	0.0043	0	0.0096	-0.0092	-0.0215	0.0027	0.0025	-0.0041	0.0029	West
103969_F02	Belgium	-0.0027	0.0027	0.0018	-0.0081	0.0021	-0.0055	-0.0033	0.0028	-0.005	0.0065	West
103969_F04	Belgium	-0.0028	0.0045	-0.0065	-0.0063	-0.0032	-0.011	0.0039	-0.0024	-0.0056	-0.0028	West
103969_F05	Belgium	0.0016	0.0049	-0.008	-0.0073	0.0056	-0.0015	0.0015	-0.0062	0.0052	0.0027	West
103969_F07	Belgium	0.0005	0.0049	-0.0045	-0.0058	0.0018	-0.0043	0.0021	0.0039	0.0014	0.0003	West
103969_F08	Belgium	-0.0024	0.0041	0.0009	-0.0083	0.0004	-0.0122	-0.0044	0.0043	0.0042	-0.0079	West
103969_F09	Germany	0.0014	0.0019	0.0015	-0.0107	0.0112	-0.0078	-0.0105	0.0025	-0.0041	-0.001	Central
103969_F10	Germany	-0.0013	0.0023	-0.0028	-0.0186	0.0055	-0.0021	-0.0042	-0.0018	0.0061	-0.0041	Central
103969_F12	Germany	0.0037	-0.0151	0.0198	-0.0134	0.0046	-0.0059	0.008	-0.0063	-0.0043	-0.0017	Central
103969_G01	Spain	-0.0178	0.0046	0.0005	0.0177	-0.0108	-0.0239	0.02	0.0038	0.0024	0.0084	West
103969_G02	Belgium	-0.0017	0.0021	-0.0007	-0.0063	0.0047	-0.0006	-0.0051	-0.0111	0.0047	-0.0013	West
103969_G04	Belgium	-0.0025	0.0039	0.0036	-0.0068	0.0052	-0.0056	-0.0095	-0.0104	0.0019	0.0029	West
103969_G05	Belgium	-0.0041	-0.0003	-0.0031	-0.0003	0.0019	-0.0064	0.0065	-0.0062	-0.0019	0.0151	West
103969_G07	Belgium	-0.0024	0.0062	-0.0001	-0.0067	0.0088	-0.0042	-0.0094	0.0005	0.0001	-0.0104	West
103969_G08	Italy	-0.032	-0.0097	-0.0102	-0.0013	0.0122	0.0207	-0.0092	-0.0008	0.0031	-0.0058	South
103969_G10	Germany	0.0034	-0.0036	0.0042	-0.0053	0.0091	0.0025	0.0076	-0.0046	-0.0001	0.0083	Central
103969_G12	Germany	-0.0048	0.0003	-0.004	-0.0064	0.006	-0.0022	-0.0015	-0.0076	-0.0073	0.0047	Central
103969_H01	Spain	-0.0141	0.0138	0.0035	0.0023	-0.0412	-0.0269	0.0258	-0.001	0.0007	-0.003	West
103969_H02	Belgium	-0.0005	0.0039	-0.001	-0.017	-0.0011	-0.0121	-0.0096	-0.0003	0.0026	0.0056	West
103969_H04	Belgium	-0.001	0.0067	-0.0012	-0.0063	-0.0085	0.0049	0.0043	0.011	-0.0084	-0.0074	West
103969_H05	Belgium	0.0002	0.0009	0.0023	-0.0068	0.0095	-0.0066	-0.0097	-0.0076	0.0063	-0.0074	West
103969_H06	Belgium	-0.0035	0.0038	0	-0.0074	-0.0032	-0.0058	-0.0037	0.001	-0.0001	-0.0005	West
103969_H07	Belgium	-0.0013	0.0071	-0.005	-0.0091	-0.0057	-0.0193	0.0016	-0.0052	-0.0056	-0.0059	West
103969_H08	Italy	-0.0163	-0.0038	-0.0021	-0.0013	-0.016	0.0043	-0.0017	-0.0002	0.0081	-0.0049	South
103969_H09	Germany	-0.0036	-0.0033	-0.0006	-0.0048	-0.0009	0.0039	0.001	-0.0053	-0.0073	-0.0121	Central
103969_H10	Germany	-0.0085	-0.0042	-0.0032	-0.0134	0.0082	0.0027	0.0052	-0.0067	-0.0025	0.0064	Central
103969_H11	Germany	0.0018	0.0023	-0.0063	-0.0096	0.0074	-0.0008	-0.0009	-0.0036	-0.0045	-0.006	Central
103969_H12	Germany	-0.0038	0.0059	-0.0011	-0.0094	0.0157	0.0022	-0.0114	0.0002	0.0019	-0.0019	Central
103970_A01	GNG	0.0036	0.0019	-0.0033	-0.0036	0.0115	0.0002	-0.0024	-0.0094	0.0069	0.007	Central
103970_A02	Germany	0.005	-0.0119	0.0139	-0.0143	0.0096	-0.0011	0.006	0.0059	0.0036	0.0018	Central
103970_A05	Sweden	0.0103	-0.0139	-0.0109	0.0059	-0.0243	-0.0052	-0.0046	-0.0056	0.0021	0.0031	North
103970_A06	Sweden	0.0109	-0.005	-0.007	-0.0002	-0.0004	0.0016	-0.0033	0.0058	0.0033	-0.0047	North
103970_A07	Sweden	0.0128	-0.0081	-0.011	0.0045	-0.019	0.0045	0.0105	0.0056	-0.0014	0.0022	North
103970_A08	Sweden	0.007	-0.0042	-0.0116	-0.0011	-0.0028	-0.0005	-0.0105	-0.0054	0.0011	-0.0048	North
103970_A10	Sweden	0.0123	-0.0067	-0.0066	-0.0032	-0.0105	0.0023	0.0074	0.0101	-0.0009	-0.0028	North
103970_A12	Sweden	0.0095	-0.0025	-0.0011	-0.0076	-0.0031	0.0071	0.0079	0.0044	0.002	-0.0078	North
103970_B01	Germany	-0.0011	-0.0031	0.0014	-0.0103	-0.0034	-0.0008	-0.0035	-0.0001	-0.001	0.0094	Central
103970_B02	Germany	-0.0039	0.0033	-0.0003	-0.0111	0.0029	-0.0057	-0.0015	0	-0.0068	0.0093	Central
103970_B05	Sweden	0.0062	-0.0076	-0.0091	-0.0043	-0.0023	0.0078	-0.0013	-0.0088	-0.0083	0.0077	North
103970_B06	Sweden	0.0101	-0.0044	-0.0155	-0.0024	-0.0067	0.0011	0.0101	-0.0011	0.0034	-0.0023	North
103970_B08	Sweden	0.0112	-0.0016	-0.0086	-0.0016	0.001	-0.0037	-0.0018	-0.0004	-0.0083	-0.0007	North
103970_B09	Sweden	0.0116	-0.0025	-0.0132	-0.0054	0.0023	-0.0095	0.0077	-0.0025	0.0039	-0.0011	North
103970_B10	Sweden	0.008	-0.0053	-0.0105	-0.0051	0.0058	0.0041	0.0031	0.0065	-0.002	-0.0092	North
103970_B11	Sweden	0.0129	-0.0109	-0.0114	0.008	-0.0072	0.0064	-0.0057	-0.0057	-0.0026	-0.0039	North
103970_B12	Sweden	0.0112	-0.0112	-0.0043	-0.0004	-0.0002	0.001	-0.004	-0.0078	-0.0028	-0.0009	North
103970_C01	Germany	-0.0001	-0.0023	0.0102	-0.0117	0.0113	0.0053	-0.0055	-0.0108	-0.0078	-0.0026	Central
103970_C02	Germany	-0.0019	0.0007	-0.0067	-0.0076	0.0066	-0.0014	-0.0128	0.0055	0.0064	-0.0042	Central
103970_C05	Sweden	0.0124	-0.0074	-0.0088	-0.0052	-0.0071	-0.001	0.0029	0.007	0.0032	-0.0098	North
103970_C06	Sweden	0.0071	-0.0048	-0.0113	-0.0051	0.0012	-0.0055	0.0004	-0.0055	0.0027	-0.0027	North
103970_C07	Sweden	0.0099	-0.0043	-0.0095	-0.0035	-0.0091	-0.0092	0.002	0.0065	0.0053	-0.0031	North
103970_C08	Sweden	0.0109	-0.0116	-0.0126	0.0063	-0.0127	0.008	-0.001	0.009	0.0045	-0.0015	North
103970_C09	Sweden	0.0092	0.0006	-0.0157	0.0018	-0.0079	0.0132	0.0151	0.001	0.0027	0.008	North
103970_C10	Sweden	0.0138	-0.0117	-0.0114	0.0115	-0.0125	0	-0.0099	0.0014	0.0061	-0.0026	North
103970_C11	Sweden	0.0094	-0.0099	-0.01	0.002	-0.0097	-0.0045	-0.0052	0.0058	0.0046	0.0065	North
103970_D01	Germany	0.0035	-0.0061	0.0096	-0.0096	0.0084	-0.0015	-0.0013	0.009	-0.001	-0.0049	Central
103970_D02	Germany	-0.0029	0.0036	0.0016	-0.0029	0.0104	-0.0022	0.0043	0.003	-0.0038	-0.0056	Central
103970_D05	Sweden	0.0066	-0.0043	-0.0027	-0.0061	-0.0018	-0.0027	0.0031	-0.0024	0.0042	-0.0005	North
103970_D06	Sweden	0.011	-0.0097	-0.009	0.0116	-0.014	0.0023	-0.0072	-0.0158	-0.005	-0.0014	North
103970_D07	Sweden	0.0116	-0.0101	-0.009	-0.0014	-0.0082	0.0022	-0.0012	-0.0014	-0.0043	0.0007	North
103970_D09	Sweden	0.0117	-0.0147	-0.0024	0.0134	-0.0134	-0.0087	-0.0161	-0.0056	-0.0062	0.0093	North
103970_D10	Swedofinland	0.0137	-0.0202	-0.0138	0.0192	-0.0151	-0.0055	-0.0173	-0.0018	-0.0087	0.0038	North
103970_D12	Sweden	0.0126	-0.0139	-0.0094	0.0038	0.0001	0.0069	-0.0045	-0.0043	-0.0006	-0.0071	North
103970_E01	Germany	-0.0008	0.0015	-0.0005	-0.0034	0.0016	-0.0035	-0.0088	-0.0078	-0.0081	0.0026	Central
103970_E04	Sweden	0.0102	-0.006	-0.0096	0	-0.0098	0.0032	-0.0022	0.0011	-0.0002	-0.0075	North
103970_E05	Sweden	0.0106	-0.0096	-0.0056	-0.0034	-0.0037	0.0032	0.0075	0.0014	0.0031	-0.0032	North
103970_E06	Sweden	0.0121	-0.0149	-0.01	0.0065	-0.0019	0.0074	-0.0129	0.0061	0.0035	-0.003	North
103970_E09	Sweden	0.0125	-0.0145	-0.0081	0.0049	-0.01	-0.0018	-0.0014	0.0111	-0.0026	-0.0097	North
103970_E10	Sweden	0.0095	-0.0146	-0.0069	-0.006	-0.009	-0.0115	0.0041	-0.0018	-0.0026	0.0004	North
103970_E11	Swedofinland	0.0138	-0.0203	-0.0036	0.0123	-0.0134	-0.0073	-0.012	-0.0025	-0.0013	0.0027	North
103970_E12	Sweden	0.0116	-0.0136	-0.0058	0.0007	-0.0113	-0.006	0.0007	0.0009	0.0021	0.0043	North
103970_F01	Germany	0.0034	-0.0027	0.0038	-0.0091	0.0061	-0.0029	-0.0034	0.0045	0.0067	0.0036	Central
103970_F03	Norway	0.0068	-0.0027	-0.0127	0.0006	-0.0049	0.0035	0.0128	0.0022	-0.0033	0.0073	North
103970_F07	Sweden	0.0109	-0.0096	-0.0017	-0.0002	0.004	-0.003	-0.0066	0.0118	0.0057	0.0151	North
103970_F08	Swedofinland	0.0127	-0.0253	-0.0095	0.0236	-0.0212	-0.0042	-0.0317	0.0088	-0.0126	-0.0148	North
103970_F09	Swedofinland	0.014	-0.0307	0.0025	0.0271	-0.014	-0.0059	-0.0195	0.0132	-0.0141	-0.0046	North
103970_F10	Sweden	0.01	-0.0123	-0.0133	0.0052	-0.0109	0.005	-0.0022	-0.0002	-0.0083	-0.002	North
103970_F11	Sweden	0.0096	-0.0041	-0.007	0.0075	-0.0062	0.0088	-0.0004	0.0048	0.0124	-0.0031	North
103970_F12	Sweden	0.012	-0.0094	-0.0172	0.0104	-0.0092	-0.001	-0.0046	0.0035	-0.004	-0.0109	North
103970_G03	Norway	0.0082	-0.003	-0.0087	0.0008	-0.005	0.0076	0.0177	0.002	0.0104	-0.0061	North
103970_G04	Swedofinland	0.0097	-0.0223	0.0066	0.0096	-0.0098	-0.0105	-0.0171	-0.0028	-0.0078	0.0014	North
103970_G05	Sweden	0.013	-0.0136	-0.0171	0.0084	0.0014	0.0025	-0.0083	-0.0033	-0.0001	0.0036	North
103970_G06	Sweden	0.0097	-0.0131	-0.0052	0.0011	-0.0034	-0.0093	0.0069	0.0062	-0.0008	0.0017	North
103970_G07	Sweden	0.0093	-0.0097	-0.0085	0.0051	0.0045	0.0051	0.0023	-0.0026	-0.0115	-0.007	North
103970_G08	Swedofinland	0.0082	-0.0265	-0.0039	0.0198	-0.0157	-0.0092	-0.0168	0.0069	0.0077	-0.0044	North
103970_G09	Sweden	0.0115	-0.01	-0.0096	-0.0041	-0.0058	0.0023	0.0039	0.0091	0.0002	-0.0091	North
103970_G10	Sweden	0.0099	-0.0078	-0.0092	-0.0043	-0.0027	0.0007	-0.0011	0.0009	0.0073	0.0038	North
103970_G11	Sweden	0.0111	-0.0027	-0.01	-0.0073	0.0105	0.0015	0.0032	0.0083	0.0098	0.0082	North
103970_G12	Sweden	0.0095	-0.0074	-0.0043	-0.0074	0.0026	-0.0043	-0.0069	0.0017	-0.0064	0.0072	North
103970_H01	Germany	0.0055	-0.0132	0.0223	-0.0126	0.0114	-0.0004	0.0115	-0.0051	0.004	0.001	Central
103970_H04	Sweden	0.0142	-0.0141	-0.0076	0.0157	-0.0159	-0.0103	-0.0073	0.0021	-0.0039	-0.0039	North
103970_H06	Sweden	0.008	-0.0021	-0.0144	-0.006	0.0049	-0.0045	-0.0083	-0.0095	-0.0038	0.0045	North
103970_H07	Sweden	0.0096	-0.0035	-0.0115	-0.0028	-0.0001	-0.0026	0.0022	0.0093	-0.0098	0.0019	North
103970_H10	Sweden	0.0093	-0.0044	-0.0124	-0.0026	0.0021	-0.0034	0.0024	-0.0048	-0.0045	-0.0051	North
103970_H11	Sweden	0.0112	-0.0083	-0.0183	0.0003	-0.0061	-0.005	-0.0117	0.0012	-0.0046	-0.0057	North
103970_H12	Swedofinland	0.009	-0.0155	-0.0148	0.0189	-0.0145	-0.0098	-0.022	0.0056	0.0064	0.0041	North
103971_A01	Sweden	0.0093	-0.0096	-0.016	-0.0001	-0.0126	-0.0009	0.0047	0.005	-0.0021	0.0047	North
103971_A02	Sweden	0.0101	-0.008	-0.0013	0.0003	-0.003	0.0029	-0.0071	-0.0055	-0.0061	0.0018	North
103971_A03	Sweden	0.0112	-0.0139	-0.0136	0.0165	-0.0137	0.0003	-0.0074	0.002	-0.0071	-0.0188	North
103971_A06	NIreland	0.0023	0.011	0.0047	0.0088	0.0072	-0.0041	-0.0048	0.0103	-0.0017	0.004	West
103971_A07	NIreland	0.0031	0.0136	0.01	0.0169	0.0024	0.0061	0.0015	-0.0013	0.0094	0.0094	West
103971_B01	Sweden	0.0088	-0.0028	-0.0104	-0.0077	-0.0128	-0.0052	0.0017	0.0027	0.0005	-0.001	North
103971_B02	Sweden	0.0104	-0.0118	0.0016	-0.0002	-0.0101	0.0027	0.0033	-0.0002	0.0037	0.0034	North
103971_B03	Swedofinland	0.0099	-0.016	-0.0139	0.0128	-0.0141	-0.0009	-0.0049	0.0038	-0.0112	0.005	North
103971_B06	NIreland	0.0023	0.0134	0.0118	0.0102	0.0003	0.0033	0.001	0.0024	0.0036	-0.0096	West
103971_B07	NIreland	0.0048	0.0109	0.0075	0.0078	0.0004	0.0062	0.0014	-0.0075	0.0124	-0.0041	West
103971_C02	Sweden	0.0094	-0.0093	-0.0158	0.0085	-0.0081	0.0015	0.0086	0.0022	0.0041	-0.0027	North
103971_C03	Sweden	0.0113	-0.0083	-0.0077	0.0104	-0.0152	-0.0024	-0.0047	0.0028	-0.0009	-0.0033	North
103971_C06	NIreland	0.0022	0.0124	0.0096	0.0165	-0.0019	0.0066	0.0041	-0.0018	0.001	-0.0078	West
103971_C07	NIreland	0.0035	0.013	0.0128	0.0137	-0.0007	0.006	-0.0001	-0.0026	-0.0057	0.0083	West
103971_D02	Sweden	0.0084	-0.0107	-0.0008	0.0035	-0.0051	-0.01	0.0079	0.0167	0.0064	-0.0111	North
103971_D03	Sweden	0.0111	-0.0119	-0.0096	-0.0003	-0.0039	0.0009	-0.0108	0.007	-0.0069	0.0047	North
103971_D06	NIreland	0.0046	0.0138	0.008	0.0108	0.0028	0.0049	-0.0056	0.0095	0.0009	0.0033	West
103971_E01	Swedofinland	0.0117	-0.0183	-0.01	0.0143	-0.0153	0.0019	-0.0099	-0.0015	0.0047	0.0058	North
103971_E06	NIreland	0.004	0.0103	0.0099	0.0085	-0.0026	0.0014	0.0027	-0.0061	0.0045	-0.0018	West
103971_F02	Sweden	0.01	-0.0082	-0.0118	0.01	-0.0082	0.0078	0.0057	-0.0138	-0.0015	0.0041	North
103971_F06	NIreland	0.0047	0.0179	0.0157	0.0221	0.0038	0.0118	0.0035	0.0003	0.0041	-0.0063	West
103971_G01	Sweden	0.0108	-0.009	-0.0112	0.0014	-0.006	-0.0016	-0.0007	0.0049	-0.0129	-0.0026	North
103971_G02	Sweden	0.0098	-0.0035	-0.0048	-0.0023	-0.0066	-0.001	-0.0106	-0.0003	0.0062	-0.0023	North
103971_G06	NIreland	0.0028	0.0152	0.0101	0.0128	0.0078	0.0132	-0.0071	0.0043	0.0052	0.0047	West
103971_H01	Swedofinland	0.013	-0.0141	-0.0119	0.0007	-0.0097	-0.0088	-0.005	-0.0014	-0.0027	0.0015	North
103971_H02	Sweden	0.0086	-0.0113	0.0097	-0.0049	0.0031	-0.0072	-0.0039	-0.0005	-0.0032	-0.0017	North
103971_H05	NIreland	0.004	0.0126	0.0117	0.0137	0.0023	0.0084	0.0045	0.0006	0.0016	0.0002	West
103971_H06	NIreland	0.0019	0.0167	0.019	0.0208	0.0004	0.0138	0.0048	-0.0029	-0.0021	-0.0003	West
103972_A03	Germany	-0.0045	-0.0012	-0.004	-0.0062	-0.0017	-0.0046	-0.0085	0.0017	0.004	-0.0119	Central
103972_A04	Germany	0.0012	0.0024	-0.0039	-0.01	0.0056	-0.0036	0.0021	0.0043	-0.0027	0.0095	Central
103972_A05	Germany	-0.005	-0.0052	-0.0004	-0.0106	0.0013	-0.0051	0.0012	0.0025	0.004	0.0004	Central
103972_A06	GNG	0.0062	0.0005	-0.0055	-0.0107	0.0195	-0.0024	0.0057	0.0047	0.0091	-0.0061	Central
103972_A07	Germany	0.0019	0.0055	-0.0039	-0.0054	0.0095	0.0064	-0.0006	-0.0062	-0.0032	-0.0022	Central
103972_A08	Germany	-0.0009	-0.0031	0.0082	-0.0081	-0.0033	-0.0056	-0.0047	-0.0065	-0.0001	0.0074	Central
103972_A09	Poland	0.0041	-0.0218	0.0288	-0.0076	0.011	-0.0065	0.0003	-0.0015	0.0018	0.0062	Central
103972_A12	France	-0.0086	0.0072	0.0042	-0.0008	-0.0118	-0.0039	0.007	0.0032	0.0001	0.0044	West
103972_B03	Germany	-0.0032	0.0019	-0.0033	-0.0112	0.0046	-0.0001	0.0036	-0.0016	-0.0015	-0.0032	Central
103972_B04	Germany	0.0012	-0.0061	0.0068	-0.0116	-0.0043	-0.0101	0.0114	-0.0056	-0.0002	-0.0034	Central
103972_B05	Germany	0.0004	-0.0055	0.0057	-0.0136	0.0074	-0.0022	-0.0064	0.0044	-0.0027	-0.0008	Central
103972_B06	Germany	0.0048	-0.0155	0.0209	-0.0129	0.0051	-0.0046	0.0045	0.0031	0.0045	-0.004	Central
103972_B07	Germany	0.0048	-0.0092	0.0083	-0.0095	0.0127	-0.0037	0.0039	0.001	0.0013	-0.0062	Central
103972_B08	Germany	-0.003	-0.0031	-0.0026	-0.0096	-0.0017	-0.0077	-0.0053	-0.0105	-0.0148	-0.0036	Central
103972_B09	Poland	0.0048	-0.0238	0.0259	-0.0146	0.0013	-0.0061	0.0101	-0.0167	0.0021	-0.0002	Central
103972_B11	France	-0.0045	0.0059	0.0014	0.0028	-0.0066	-0.0135	-0.0044	-0.0004	0.0004	-0.0013	West
103972_B12	France	-0.0129	0.006	-0.0008	-0.002	-0.0204	-0.0179	0.01	-0.0004	-0.0037	-0.0067	West
103972_C03	Germany	0	-0.0039	0.008	-0.0038	0.0048	-0.005	0.0025	0.006	-0.0044	0.0044	Central
103972_C04	Germany	0.0063	-0.0079	0.0087	-0.0057	0.0099	-0.004	0.0049	-0.003	0.0014	0.0091	Central
103972_C05	Germany	-0.0051	0	-0.0031	-0.0079	0.0077	-0.0009	-0.0023	-0.0002	-0.0062	0.0156	Central
103972_C06	Germany	0.001	-0.0103	0.0103	-0.0117	0.0081	0.0003	0.0056	-0.0005	0.0027	-0.0047	Central
103972_C07	Germany	-0.0046	0.0003	-0.0011	-0.012	0.0033	0.0035	0.0046	-0.0018	0.0036	0.0067	Central
103972_C08	Germany	-0.0259	-0.0248	-0.0123	0.023	0.0569	0.0444	-0.0169	0.0001	0.005	-0.0087	Central
103972_C09	Poland	0.0015	-0.0203	0.0245	-0.0079	0.0093	0.0054	0.0268	-0.0003	0.0055	0.0044	Central
103972_C11	France	-0.0086	0.0047	-0.0007	-0.0012	-0.007	0.0017	0.0107	0.0022	0.0036	-0.0062	West
103972_C12	France	-0.0169	0.0013	-0.0067	0.013	0.0033	-0.0348	0.0069	-0.0031	-0.0094	0.0002	West
103972_D04	Germany	-0.0074	-0.0073	0.0093	-0.0079	-0.0052	0.0063	0.0029	0.0059	-0.0014	0.0036	Central
103972_D05	Germany	-0.0015	-0.0012	0.0034	-0.0039	0.0085	0.0012	-0.0037	0.0118	0.0064	0.0077	Central
103972_D06	Germany	0.0028	-0.0152	0.0208	-0.0103	0.0049	-0.0029	0.0071	0.0052	0.0134	-0.0119	Central
103972_D07	Germany	0.0015	-0.0024	-0.006	-0.0159	0.0055	-0.0022	-0.0122	-0.0017	-0.0005	-0.0036	Central
103972_D08	Germany	0.0023	-0.0121	0.0168	-0.0042	0.0028	-0.0023	0.0032	-0.0118	0.0036	-0.0007	Central
103972_D11	France	-0.0145	0.0129	0.0019	-0.0017	-0.0155	-0.0186	0.0032	0.0028	-0.0052	0.003	West
103972_D12	France	-0.0077	0.0063	0.0072	0.0004	-0.0148	-0.0097	-0.0059	0.0023	-0.0056	-0.0002	West
103972_E03	Germany	-0.0046	-0.0026	0.0017	-0.0091	0.0011	0.0037	0.0098	0.0031	-0.0041	0.0095	Central
103972_E04	Germany	-0.0013	-0.0046	-0.0008	-0.0114	-0.0009	-0.0057	-0.0003	-0.004	-0.0081	0.0038	Central
103972_E05	Germany	0.0041	-0.0023	0.0037	-0.0091	0.0132	0.0037	-0.0055	0.0019	-0.0047	0.0012	Central
103972_E06	Germany	0.0047	-0.0088	0.0021	-0.0072	0.0146	-0.0112	0.0158	-0.0079	-0.0039	0.0078	Central
103972_E07	Germany	-0.001	-0.0013	-0.0003	-0.0109	0.0066	-0.0082	0.0097	0.0047	0.0017	0.0105	Central
103972_E08	Germany	0.0023	-0.0136	0.0149	-0.0117	0.0034	-0.0024	-0.0024	0.0082	0.0067	0.0006	Central
103972_E11	France	-0.0074	0.0049	0.0089	-0.0004	-0.0081	-0.0047	0.0042	0.0044	0.0099	0.001	West
103972_E12	France	-0.013	0.0101	0.0071	0.0046	-0.028	-0.0116	0.0002	0.0009	0.0015	-0.0029	West
103972_F02	Germany	0.0004	0.0015	0.0004	-0.0049	-0.0053	0.0019	0.006	-0.003	0.0005	-0.0072	Central
103972_F03	Germany	0.0032	-0.0016	0.0053	-0.0105	0.0111	-0.0034	0.0093	0.0067	0.0045	-0.0012	Central
103972_F04	Germany	0.0072	-0.0174	0.0231	-0.0159	0.0126	-0.007	0.0044	0.0146	0.0054	0	Central
103972_F05	Germany	-0.0046	0.0019	0.0009	-0.0084	0.0043	-0.0078	-0.0096	0.013	0.0006	0.0009	Central
103972_F06	Germany	-0.0047	-0.008	-0.0016	-0.0111	-0.003	0.0073	-0.0018	-0.0028	0.0056	0.0091	Central
103972_F07	Germany	0.0021	-0.0009	-0.0001	-0.0076	0.005	0.0081	0.0045	-0.0021	0.0061	0.0021	Central
103972_F11	France	-0.0111	0.0045	0.0022	-0.0014	-0.0248	-0.0141	0.0069	-0.0109	-0.0096	-0.0016	West
103972_G02	Germany	-0.0059	-0.0006	-0.0031	0.001	0.0049	-0.0029	-0.0015	-0.0021	0.0062	-0.0001	Central
103972_G03	Germany	-0.0031	-0.0021	-0.0049	-0.0018	0.0039	0.0049	-0.0129	-0.0127	-0.0044	-0.0035	Central
103972_G04	Germany	0.0002	-0.0152	0.0171	-0.0065	0.0041	0.0017	0.0105	-0.0083	-0.0007	-0.0017	Central
103972_G05	Germany	-0.0033	-0.004	0.0012	-0.0098	-0.0085	0.0016	0.0046	0.0028	0.0034	0.0092	Central
103972_G06	Germany	-0.0049	-0.0033	-0.0013	-0.002	0.0051	-0.0017	-0.0123	0.0028	0.0031	0.0076	Central
103972_G07	Germany	0.0061	-0.0263	0.0333	-0.0157	0.0001	-0.0017	0.0158	0.0044	0.0056	0.0022	Central
103972_G08	Germany	0.0021	-0.0022	0.0004	-0.0104	0.0063	-0.0139	-0.0081	0.0029	-0.0082	0.0002	Central
103972_G11	France	-0.0054	-0.0067	0.0156	-0.0025	-0.0151	-0.014	0.0064	0.0022	-0.0078	-0.0008	West
103972_G12	France	-0.0066	0.0028	-0.0008	-0.0012	-0.0032	-0.0115	0.0047	0.001	0.0097	-0.0078	West
103972_H02	Germany	0	-0.008	0.0033	-0.0067	0.0079	-0.0026	0.0001	0.0013	0.0012	0.0022	Central
103972_H03	GNG	0.0031	0.0032	0.0005	-0.016	0.0099	0.0027	-0.0072	-0.0032	0.003	0	Central
103972_H04	Germany	0.0016	-0.0063	0.0153	-0.0102	0.0062	-0.0015	0.0064	-0.0045	0.0122	-0.0073	Central
103972_H05	Germany	0.0041	-0.0271	0.0294	-0.0057	-0.0027	0.0035	0.0119	-0.0001	-0.0071	-0.0112	Central
103972_H06	Germany	0.0019	-0.0108	0.0159	-0.0013	0	-0.0003	0.0147	-0.0086	0.0078	0.012	Central
103972_H07	Germany	0.0001	-0.0075	0.014	-0.0095	-0.0011	0.0027	0.0006	0.0082	0.0045	-0.0024	Central
103972_H08	Germany	-0.0011	-0.0033	-0.0032	-0.0088	0.0016	0.0039	-0.0059	-0.0009	0.0041	0.0084	Central
103972_H11	France	-0.012	0.01	0.0042	0.0012	-0.0309	-0.0199	0.0182	-0.0126	0.002	0.0032	West
103972_H12	France	-0.014	0	0.0015	0.0015	-0.0069	0.0027	-0.0038	-0.0084	-0.0098	0.0032	West
103973_A01	France	-0.0432	-0.0194	-0.0369	0.0692	0.0651	-0.0717	0.0259	-0.0199	-0.0015	0.0043	West
103973_A02	Belgium	-0.0011	0.0026	-0.0019	-0.0046	0.0101	-0.0066	-0.0044	-0.0035	0.0048	0.0015	West
103973_B01	France	-0.009	0.0066	0.0078	0.0017	-0.0104	-0.0105	0.009	-0.0026	-0.0069	0.0028	West
103973_B02	Belgium	0	0.0052	0.0065	-0.0073	0.0022	-0.0094	-0.0067	0.0066	0.0071	-0.0044	West
103973_C01	France	-0.008	0.0067	0.01	0.006	-0.0002	-0.0104	0.0083	0.0023	-0.01	-0.0018	West
103973_C02	Belgium	0.0012	0.0061	-0.0062	-0.0059	0.0036	-0.0061	-0.001	-0.0012	0.0049	0.001	West
103973_D01	France	-0.0184	-0.0008	-0.0054	0.0183	0.0046	-0.026	0.0124	-0.0081	-0.0018	0.0047	West
103973_E01	France	0.0008	0.0146	0.015	0.0069	-0.0045	0.0036	-0.0005	-0.0071	-0.009	-0.0009	West
103973_E02	Germany	0.0022	-0.0039	0.0004	-0.0074	0.0044	-0.0017	-0.0007	0.0038	-0.0012	0.0079	Central
103973_F01	France	-0.0258	-0.0022	-0.0073	0.0079	0.0074	-0.0085	0.0012	0.0045	0.0046	-0.0072	West
103973_G01	France	-0.0056	0.0082	0.0069	0.0034	-0.0057	-0.0026	0.0063	0.009	0.0069	-0.0096	West
103973_H01	Belgium	-0.0023	0.0045	0.001	-0.0047	0.0004	-0.0004	0.0003	-0.0034	0.0031	0.001	West
107979_B09	Finland_Subset	0.0154	-0.0329	-0.0093	0.0281	-0.0252	-0.0087	-0.0577	-0.0099	-0.0029	0.0098	North
107979_F08	Finland_Subset	0.0152	-0.0342	0.0018	0.0353	-0.0119	-0.0078	-0.0423	0.0047	-0.0127	0.0012	North
116276_A01	Germany	0.0026	-0.0045	0.0099	-0.0249	0.0121	-0.0022	0.0085	-0.0441	0.0097	0.2427	Central
116276_A02	Germany	0.0032	-0.0026	0.0086	-0.0042	0.0095	-0.0063	0.0066	0.0057	-0.0075	0.0003	Central
